Vendor Code,Trans Category,Trans Date,PCS,Doc No,Stock Code,Customer Name,Variant Name,SOL  Shape,SOL Clr,SOL  Qlty,SOL Cts,Rate,Sol Mrp Rate,Sol Amt,Less Dsj Cert Chgs,Less Lab Cert Chgs,Less Repairing Chgs,Less Wt Loss Chgs,Deduction,Deduction Amt,Cgst Amt,Sgst Amt,Igst Amt,Final Amt,Cust Amt,Margin,Ref Amt,Item Name,Vendor Inv Date,Vendor Inv No
PJ002,Deducted Exchange,23-04-2025,1,DSJ-GRN-GRN-0425-561,47M8X20,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.50-0.59-E-VVS1,RND,E,VVS1,0.54,395000,213300,166392,500,5000,3606,0,3,6399,0,0,0,166392,197795,31403,166392,SOL,45770,MHORSB-29
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,14D9X21,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.12,137000,16440,12329.8,0,0,0,0,3,493.2,0,0,0,12329.8,15946.8,3617,12329.8,SOL,45814,SJP/25-26/22
PJ002,Deducted Exchange,23-04-2025,1,DSJ-GRN-GRN-0425-561,11X1V93,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.80-0.89-I-VVS2,RND,I,VVS2,0.83,282000,234060,183777.2,500,5000,3075,0,3,7021.8,0,0,0,183777.2,218463.2,34686,183777.2,SOL,45770,MHORSB-29
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,14U5N21,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.1,137000,13700,10275,0,0,0,0,3,411,0,0,0,10275,13289,3014,10275,SOL,45798,HOSL/20
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,13B4Q77,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45798,HOSL/20
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,18M6X63,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.12,137000,16440,12329.8,0,0,0,0,3,493.2,0,0,0,12329.8,15946.8,3617,12329.8,SOL,45814,SJP/25-26/22
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,17C1I90,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45814,SJP/25-26/22
PJ002,Deducted Exchange,23-04-2025,1,DSJ-GRN-GRN-0425-561,S1E65659,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.30-0.38-F-VVS1,RND,F,VVS1,0.34,266000,90440,66851.8,500,5000,0,0,3,2713.2,0,0,0,66851.8,82226.8,15375,66851.8,SOL,45770,MHORSB-29
PJ002,Deducted Exchange,23-04-2025,1,DSJ-GRN-GRN-0425-561,12W0I60,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.45-0.49-I-VVS2,RND,I,VVS2,0.45,196000,88200,62722,500,5000,2671,0,3,2646,0,0,0,62722,77383,14661,62722,SOL,45770,MHORSB-29
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,12R4Y29,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45798,HOSL/20
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,12D1I65,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.12,137000,16440,12329.8,0,0,0,0,3,493.2,0,0,0,12329.8,15946.8,3617,12329.8,SOL,45814,SJP/25-26/22
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,13D8Y87,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.13,137000,17810,13357.7,0,0,0,0,3,534.3,0,0,0,13357.7,17275.7,3918,13357.7,SOL,45814,SJP/25-26/22
PJ002,Deducted Exchange,23-04-2025,1,DSJ-GRN-GRN-0425-561,0C370-04140,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.60-0.69-H-VVS1,RND,H,VVS1,0.63,267000,168210,129827.7,500,5000,3005,0,3,5046.3,0,0,0,129827.7,154658.7,24831,129827.7,SOL,45770,MHORSB-29
PJ050,Deducted Exchange,06-05-2025,1,DSJ-GRN-GRN-0525-567,15O4O54,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.18-0.22-G-VS1,RND,G,VS1,0.19,196000,37240,28174.8,500,0,0,0,3,1117.2,0,0,0,28174.8,35622.8,7448,28174.8,SOL,45774,HOSL/10
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,11U8Z58,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45814,SJP/25-26/22
PJ002,Deducted Exchange,23-04-2025,1,DSJ-GRN-GRN-0425-561,15F9G16,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.45-0.49-I-VVS2,RND,I,VVS2,0.45,196000,88200,62722,500,5000,2671,0,3,2646,0,0,0,62722,77383,14661,62722,SOL,45770,MHORSB-29
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,11R8N77,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.1,137000,13700,10275,0,0,0,0,3,411,0,0,0,10275,13289,3014,10275,SOL,45798,HOSL/20
PJ011,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-621,15D7Y53,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.18-0.22-G-VS2,RND,G,VS2,0.21,191000,40110,30384.7,500,0,0,0,3,1203.3,0,0,0,30384.7,38406.7,8022,30384.7,SOL,45805,S/846
PJ011,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-621,4D417-14128,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.18-0.22-J-SI1,RND,J,SI1,0.22,159000,34980,26434.6,500,0,0,0,3,1049.4,0,0,0,26434.6,33430.6,6996,26434.6,SOL,45805,S/846
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,15N2A40,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45814,SJP/25-26/22
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,16K1S01,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45798,HOSL/20
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,12C3K86,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.1,137000,13700,10275,0,0,0,0,3,411,0,0,0,10275,13289,3014,10275,SOL,45798,HOSL/20
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,17B2B33,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.1,137000,13700,10275,0,0,0,0,3,411,0,0,0,10275,13289,3014,10275,SOL,45798,HOSL/20
PJ011,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-621,13Y8Y89,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-RND-0.18-0.22-G-VS1,RND,G,VS1,0.18,196000,35280,27165.6,0,0,0,0,3,1058.4,0,0,0,27165.6,34221.6,7056,27165.6,SOL,45805,S/846
PJ001,Deducted Exchange,06-06-2025,1,DSJ-GRN-GRN-0625-643,17Y4T76,RANKA JEWELLERS AND BROTHERS PVT LTD (RP),SOL-RND-0.18-0.22-E-IF,RND,E,IF,0.19,247000,46930,38952,0,0,0,0,0,0,0,0,0,38952,46930,7978,38952,SOL,45811,BG-12469
PJ002,Deducted Exchange,09-04-2025,1,DSJ-GRN-GRN-0425-537,14W7V66,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.80-0.89-I-VVS2,RND,I,VVS2,0.8,286000,228800,187616,0,0,0,0,3,6864,0,0,0,187616,221936,34320,187616,SOL,45752,MHORSB-5
PJ002,Deducted Exchange,23-04-2025,1,DSJ-GRN-GRN-0425-561,32M3C93,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.70-0.79-H-VVS2,RND,H,VVS2,0.79,288000,227520,178394.4,500,5000,3104,0,3,6825.6,0,0,0,178394.4,212090.4,33696,178394.4,SOL,45770,MHORSB-29
PJ050,Deducted Exchange,06-05-2025,1,DSJ-GRN-GRN-0525-567,13T4H81,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.45-0.49-G-SI2,RND,G,SI2,0.45,178000,80100,61677,0,0,0,0,3,2403,0,0,0,61677,77697,16020,61677,SOL,45774,HOSL/10
PJ050,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-595,12O0C92,BANSAL JEWELLERS (RUDRAPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45798,HOSL/20
PJ011,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-621,11B5C41,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,SOL-PRN-0.30-0.38-H-VS2,PRN,H,VS2,0.31,226000,70060,53946.2,0,0,0,0,3,2101.8,0,0,0,53946.2,67958.2,14012,53946.2,SOL,45805,S/846
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,16E0N70,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-SI,RND,IJ,SI,0.12,135000,16200,12149,0,0,0,0,3,486,0,0,0,12149,15714,3565,12149,SOL,45814,SJP/25-26/22
PJ133,Deducted Exchange,11-06-2025,1,DSJ-GRN-GRN-0625-659,13R0N50,SAHELI JEWELLERS (RAIPUR),SOL-RND-0.10-0.13-IJ-VS,RND,IJ,VS,0.11,137000,15070,11302.9,0,0,0,0,3,452.1,0,0,0,11302.9,14617.9,3315,11302.9,SOL,45814,SJP/25-26/22
PJ002,Deducted Exchange,16-06-2025,1,DSJ-GRN-GRN-0625-665,17X4H75,RANKA JEWELLERS PC PRIVATE LIMITED,SOL-RND-0.39-0.44-H-VVS1,RND,H,VVS1,0.41,203000,83230,66584.1,0,0,0,0,3,2496.9,0,0,0,66584.1,80733.1,14149,66584.1,SOL,45820,MHORSB-87
Grand Total,,,154,,,,,,,,56.51,36088000,17683990,14142984,29650,45000,101122,0,1028,665130,0,0,0,14142984,16843088,2700104,14142984,,,
