Party Code,Outlet Code,Transaction Type,Trans Type,Trans Category,Trans Date,Doc No,Pcs,Stock Code,Customer Name,Outlet Nickname,Design No,Collection,Product Category,Sub Category,Dsd Size,Solitaire Uid,Solitaire Shape,Solitaire Color,Solitaire Quality,Sol Wt,Sol Pcs,Collection Charge,Solitaire Mrp,Solitaire Pj Masrgin,Solitaire Extra Pj Masrgin,Sol Customer Disc,Solitaire Net Amount,Diamond Shape,Diamond Color,Diamond Clarity,Diamond Wt,Diamond Pcs,Diamond Mrp,Diamond Pj Margin,Diamond Customer Disc,Diamond Net Amount,Gross Weight,Gold Net Wt,Purity,Metal Colour,Gold Mrp,Gold Pj Margin,Metal Invoice Amt,Paltinum Net Wt,Platinum Pj Margin,Platinum Mrp,Other Metal Mrp,Rco Amount,Sco Amount,Total Customer Discount,Total Pj Extra Margin,Total Pj Margin,Taxable Amount,Tax Amount,Total Amount,Row Status,Session Id,Sales Person,Net Wt,Order For,Order Date,Order No,Order Party,City,Zone
PJ163,OT107,MEMO INVOICE,INV,OUTRIGHT,45752,DS0004/25-26,1,27A6E,RANKA JEWELLERS & SONS PVT LTD,RANKA-V-BANER,DRM8942-0.30-0.38-18KT-19,Generic,RING,Male Ring,0.30-0.38,39EF9W4,RND,E,VS1,0.38,1,0,80940,13113.8,0,0,64026.2,,,,,,,,,,7.266,7.189,18KT,Yellow,69373.85,9536.219,58579.631,0,0,0,0,640.26,0,5058,0,22650.019,121965.5728,4218.0454,121965.5728,0,1683276,DIBYAJYOTI HAJRA,7.189,-,16/02/2024,-,,PUNE         ,WEST
PJ025,PJ025,MEMO INVOICE,INV,TCS SALES,45751,DS0001/25-26,1,18E4R,ANJANEYA JEWELLERS,Anjaneya,DRF9769-0.14-0.17-18KT-12,Generic,RING,Female Ring,0.14-0.17,13K4F10,RND,EF,VVS,0.17,1,0,35360,7779.2,0,0,27580.8,RND,EF,VVS,0.03,1,3030,757.5,0,2272.5,2.37,2.33,18KT,Yellow,22484.5,3372.675,19111.825,0,0,0,0,0,0,0,0,11909.375,48965.125,1468.9538,48965.125,0,1683276,SUNIL JOSEPH,2.33,-,16/02/2024,-,,Vijaywada    ,South
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,11K8W,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRM8944-0.14-0.17-18KT-26,Generic,RING,Male Ring,0.14-0.17,17Q4I43,RND,EF,VS,0.17,1,0,32980,7255.6,0,0,25724.4,,,,,,,,,,5.846,5.811,18KT,Yellow,56076.15,8411.4225,47664.7275,0,0,0,0,0,0,0,0,15667.0225,73389.1275,2201.6738,73389.1275,0,1683276,SUNIL JOSEPH,5.811,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,630AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9645-0.14-0.17-18KT-10,Generic,RING,Female Ring,0.14-0.17,17T5P54,RND,EF,VS,0.15,1,0,29100,6402,0,0,22698,RND,GH,VS,0.12,16,9720,2430,0,7290,2.77802,2.724,18KT,Yellow,26286.6,3942.99,22343.61,0,0,0,0,0,0,0,0,12774.99,52331.61,1569.9483,52331.61,0,1683276,SUNIL JOSEPH,2.724,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10M18,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF9010-0.10-0.13-18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","15F4S19,16U0D87",RND,GH,VVS,0.26,2,0,47060,10353.2,0,0,36706.8,"RND,RND,RND,RND",GH,VS,0.11,22,8910,2227.5,0,6682.5,2.24202,2.168,18KT,Rose,20921.2,3138.18,17783.02,0,0,0,0,0,0,0,0,15718.88,61172.32,2145.7656,61172.32,0,1683276,SUNIL JOSEPH,2.168,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,96M70,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9752-0.10-0.13-18KT-12,Generic,RING,Female Ring,0.10-0.13,14A2P62,RND,EF,VS,0.12,1,0,21240,4672.8,0,0,16567.2,,,,,,,,,,1.619,1.594,18KT,Rose,15382.1,2307.315,13074.785,0,0,0,0,0,0,0,0,6980.115,29641.98501,1029.4436,29641.98501,0,1683276,SUNIL JOSEPH,1.594,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,99M99,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DPF9590-0.10-0.13-18KT--,Generic,NECKWEAR,Female Pendant,0.10-0.13,15I5Q20,RND,EF,VS,0.11,1,0,19470,4283.4,0,0,15186.6,,,,,,,,,,0.78,0.757,18KT,Rose,7305.05,1095.7575,6209.2925,0,0,0,0,0,0,0,0,5379.1575,21395.89251,770.3788,21395.89251,0,1683276,SUNIL JOSEPH,0.757,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,99M95,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DPF8274-0.14-0.17-18KT--,Generic,NECKWEAR,Female Pendant,0.14-0.17,15F4M58,RND,GH,VVS,0.16,1,0,31680,6969.6,0,0,24710.4,,,,,,,,,,0.389,0.356,18KT,Rose,7199.744,1079.9616,6119.7824,0,0,0,0,0,0,0,0,8049.5616,30830.18241,828.9147,30830.18241,0,1683276,SUNIL JOSEPH,0.356,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,190AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF8957-0.18-0.22-18KT-15,Generic,RING,Female Ring,0.18-0.22,16M6A63,RND,E,VS1,0.18,1,0,35280,7056,0,0,28224,"RND,RND",GH,VS,0.25,30,20250,5062.5,0,15187.5,2.408,2.321,18KT,Rose,22397.65,3359.6475,19038.0025,0,0,0,0,0,0,0,0,15478.1475,62449.50251,2085.1651,62449.50251,0,1683276,SUNIL JOSEPH,2.321,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,631AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF8201-0.14-0.17-18KT-16,Generic,RING,Female Ring,0.14-0.17,14C6F99,RND,EF,VS,0.15,1,0,29100,6402,0,0,22698,,,,,,,,,,3.274,3.243,18KT,Rose,31294.95,4694.2425,26600.7075,0,0,0,0,0,0,0,0,11096.2425,49298.7075,1478.9612,49298.7075,0,1683276,SUNIL JOSEPH,3.243,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,194AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9669-0.14-0.17-18KT-16,Generic,RING,Female Ring,0.14-0.17,18W3J80,RND,EF,VS,0.17,1,0,32980,7255.6,0,0,25724.4,RND,GH,VS,0.13,16,10530,2632.5,0,7897.5,3.32,3.259,18KT,Yellow,31449.35,4717.4025,26731.9475,0,0,0,0,0,0,0,0,14605.5025,60353.8475,1810.6154,60353.8475,0,1683276,SUNIL JOSEPH,3.259,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,16Z0Y,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF8624-0.14-0.17-18KT--,Generic,EARRING,Female Earring,"0.14-0.17,0.14-0.17","11P8X50,13E2W11",RND,EF,VVS,0.32,2,0,66560,14643.2,0,0,51916.8,"RND,RND",EF,VVS,0.21,32,21210,5302.5,0,15907.5,2.895,2.788,18KT,Rose,26904.2,4035.63,22868.57,0,0,0,0,0,0,0,0,23981.33,90692.87,2720.7861,90692.87,0,1683276,SUNIL JOSEPH,2.788,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,17R8Y,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DNP8426-0.10-0.13-18KT--,Generic,NOSE PIN,Nose Pin,0.10-0.13,13M2W82,RND,EF,VS,0.13,1,0,23010,5062.2,0,0,17947.8,,,,,,,,,,0.587,0.56,18KT,Yellow,7199.92,1079.988,6119.932,0,0,0,0,0,0,0,0,6142.188,24067.73201,828.102,24067.73201,0,1683276,SUNIL JOSEPH,0.56,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10M40,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF9100-0.10-0.13-18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","11V1R80,15G0A83",RND,EF,VS,0.24,2,0,42480,9345.6,0,0,33134.4,RND,GH,VS,0.21,36,17010,4252.5,0,12757.5,2.555,2.464,18KT,Yellow,23777.6,3566.64,20210.96,0,0,0,0,0,0,0,0,17164.74,66102.86001,2263.4538,66102.86001,0,1683276,SUNIL JOSEPH,2.464,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10M28,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF8988-0.10-0.13-18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","18Z5T26,14L8F72",RND,EF,VS,0.24,2,0,42480,9345.6,0,0,33134.4,"RND,RND,RND",GH,VS,0.16,38,12960,3240,0,9720,2.91602,2.836,18KT,Rose,27367.4,4105.11,23262.29,0,0,0,0,0,0,0,0,16690.71,66116.69,2263.8687,66116.69,0,1683276,SUNIL JOSEPH,2.836,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,171AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRM8926-0.23-0.29-18KT-22,Generic,RING,Male Ring,0.23-0.29,12D7G60,RND,G,VS2,0.24,1,0,49920,9984,0,0,39936,,,,,,,,,,6.948,6.899,18KT,Yellow,66575.35,9986.3025,56589.0475,0,0,0,0,0,0,0,0,19970.3025,96525.0475,2895.7514,96525.0475,0,1683276,SUNIL JOSEPH,6.899,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10Y0Q,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DMF8805-0.18-0.22-18KT--,Generic,NECKWEAR,Mangalsutra,0.18-0.22,18Q3J99,RND,H,VS1,0.2,1,0,39200,7840,0,0,31360,"RND,RND",GH,VS,0.13,21,10530,2632.5,0,7897.5,3.41002,3.344,18KT,Yellow,32269.6,4840.44,27429.16,0,0,0,0,0,0,0,0,15312.94,66686.66,2235.7998,66686.66,0,1683276,SUNIL JOSEPH,3.344,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,212AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9647-0.14-0.17-18KT-13,Generic,RING,Female Ring,0.14-0.17,13I4R96,RND,EF,VS,0.17,1,0,32980,7255.6,0,0,25724.4,,,,,,,,,,2.898,2.863,18KT,Yellow,27627.95,4144.1925,23483.7575,0,0,0,0,0,0,0,0,11399.7925,49208.1575,1476.2447,49208.1575,0,1683276,SUNIL JOSEPH,2.863,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,189AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9172-0.10-0.13-18KT-13,Ballerina,RING,Female Ring,0.10-0.13,13R3B81,RND,EF,VS,0.1,1,1000,17700,3894,0,0,13806,,,,,,,,,,2.655,2.634,18KT,Rose,25418.1,3962.715,22455.385,0,0,0,0,0,0,0,0,7856.715,36261.38497,1204.6616,36261.38497,0,1683276,SUNIL JOSEPH,2.634,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,196AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9755-0.10-0.13-18KT-10,Generic,RING,Female Ring,0.10-0.13,13L7H74,RND,EF,VS,0.12,1,0,21240,4672.8,0,0,16567.2,,,,,,,,,,1.463,1.438,18KT,Yellow,13876.7,2081.505,11795.195,0,0,0,0,0,0,0,0,6754.305,28362.39501,991.0559,28362.39501,0,1683276,SUNIL JOSEPH,1.438,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,15F5N,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF8588-0.14-0.17-18KT--,Generic,EARRING,Female Earring,"0.14-0.17,0.14-0.17","10F2W65,10W9V70",RND,IJ,VVS,0.29,2,0,44370,9761.4,0,0,34608.6,,,,,,,,,,4.291,4.232,18KT,Yellow White,40838.8,6125.82,34712.98,0,0,0,0,0,0,0,0,15887.22,69321.58,2079.6474,69321.58,0,1683276,SUNIL JOSEPH,4.232,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,97M75,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9561-0.14-0.17-18KT-10,Generic,RING,Female Ring,0.14-0.17,14G0C53,RND,GH,VS,0.16,1,0,30880,6793.6,0,0,24086.4,,,,,,,,,,3.697,3.664,18KT,Rose,35357.6,5303.64,30053.96,0,0,0,0,0,0,0,0,12097.24,54140.36,1624.2108,54140.36,0,1683276,SUNIL JOSEPH,3.664,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,17E8S,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF8820-0.23-0.29-18KT-12,Setu Collection,RING,Female Ring,0.23-0.29,12U3N86,RND,E,VS2,0.23,1,0,47840,9568,0,0,38272,"RND,RND",GH,VS,0.45,66,36450,9112.5,0,27337.5,3.625,3.488,18KT,Yellow White,33659.2,5048.88,28610.32,0,0,0,0,0,0,0,0,23729.38,94219.82,2826.5946,94219.82,0,1683276,SUNIL JOSEPH,3.488,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10M32,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF8878-0.10-0.13-18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","15A3P12,10Q6M39",RND,EF,VS,0.24,2,0,42480,9345.6,0,0,33134.4,,,,,,,,,,1.767,1.718,18KT,Rose,16578.7,2486.805,14091.895,0,0,0,0,0,0,0,0,11832.405,47226.29501,1697.1569,47226.29501,0,1683276,SUNIL JOSEPH,1.718,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,15Y3E,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DPF10256-0.18-0.22-18KT--,Generic,NECKWEAR,Female Pendant,0.18-0.22,16E5S74,RND,H,SI1,0.19,1,0,31920,6384,0,0,25536,"RND,RND,RND,RND",GH,VS,0.11,26,8910,2227.5,0,6682.5,1.427,1.366,18KT,Yellow,13181.9,1977.285,11204.615,0,0,0,0,0,0,0,0,10588.785,43423.11501,1494.2135,43423.11501,0,1683276,SUNIL JOSEPH,1.366,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,15A0D,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DNP8407-0.10-0.13-18KT--,Generic,NOSE PIN,Nose Pin,0.10-0.13,16Q1V17,RND,GH,VS,0.13,1,0,23010,5062.2,0,0,17947.8,,,,,,,,,,0.3346,0.308,18KT,Yellow,7199.808,1079.9712,6119.8368,0,0,0,0,0,0,0,0,6142.1712,24067.6368,766.0911,24067.6368,0,1683276,SUNIL JOSEPH,0.308,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,11Q8E,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9565-0.10-0.13-18KT-13,Generic,RING,Female Ring,0.10-0.13,11F9T92,RND,EF,VVS,0.13,1,0,25740,5662.8,0,0,20077.2,,,,,,,,,,2.343,2.317,18KT,Yellow,22359.05,3353.8575,19005.1925,0,0,0,0,0,0,0,0,9016.6575,39082.3925,1342.3558,39082.3925,0,1683276,SUNIL JOSEPH,2.317,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,15N3W,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRM9231-0.23-0.29-18KT-20,Generic,RING,Male Ring,0.23-0.29,11Y5X80,RND,F,VS2,0.23,1,0,47840,9568,0,0,38272,,,,,,,,,,6.4954,6.449,18KT,Yellow White,62232.85,9334.9275,52897.9225,0,0,0,0,0,0,0,0,18902.9275,91169.9225,2735.0977,91169.9225,0,1683276,SUNIL JOSEPH,6.449,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10M44,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF9722-0.10-0.13-18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","98J4Y89,14H3Z91",RND,EF,VS,0.26,2,0,46020,10124.4,0,0,35895.6,RND,GH,VS,0.12,36,9720,2430,0,7290,1.80302,1.727,18KT,Yellow,16665.55,2499.8325,14165.7175,0,0,0,0,0,0,0,0,15054.2325,57351.3175,2024.2715,57351.3175,0,1683276,SUNIL JOSEPH,1.727,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,16G9S,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF8186-0.23-0.29-18KT-12,Generic,RING,Female Ring,0.23-0.29,17R7F80,RND,G,VVS1,0.23,1,0,50830,10166,0,0,40664,RND,GH,VS,0.15,14,12150,3037.5,0,9112.5,3.706,3.63,18KT,Yellow,35029.5,5254.425,29775.075,0,0,0,0,0,0,0,0,18457.925,79551.575,2386.5473,79551.575,0,1683276,SUNIL JOSEPH,3.63,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,184AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF8194-0.14-0.17-18KT-11,Generic,RING,Female Ring,0.14-0.17,14L8R18,RND,EF,VS,0.17,1,0,32980,7255.6,0,0,25724.4,RND,GH,VS,0.1,12,8100,2025,0,6075,3.031,2.976,18KT,Yellow,28718.4,4307.76,24410.64,0,0,0,0,0,0,0,0,13588.36,56210.04,1686.3012,56210.04,0,1683276,SUNIL JOSEPH,2.976,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,188AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRM9022-0.23-0.29-18KT-21,Generic,RING,Male Ring,0.23-0.29,10Q3Q04,RND,E,VS1,0.24,1,0,50640,10128,0,0,40512,,,,,,,,,,6.96,6.911,18KT,Rose White,66691.15,10003.6725,56687.4775,0,0,0,0,0,0,0,0,20131.6725,97199.4775,2915.9843,97199.4775,0,1683276,SUNIL JOSEPH,6.911,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10M41,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF9731-0.14-0.17-18KT--,Generic,EARRING,Female Earring,"0.14-0.17,0.14-0.17","11Q5K80,13L7T11",RND,EF,VS,0.32,2,0,62080,13657.6,0,0,48422.4,,,,,,,,,,1.212,1.147,18KT,Rose,11068.55,1660.2825,9408.2675,0,0,0,0,0,0,0,0,15317.8825,57830.6675,1734.92,57830.6675,0,1683276,SUNIL JOSEPH,1.147,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,180AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9166-0.14-0.17-18KT-12,Ballerina,RING,Female Ring,0.14-0.17,16G0V59,RND,GH,VS,0.17,1,1000,32810,7218.2,0,0,25591.8,"RND,RND,RND",GH,VS,0.15,30,12150,3037.5,0,9112.5,3.679,3.614,18KT,Rose,34875.1,5381.265,30493.835,0,0,0,0,0,0,0,0,15636.965,65198.1352,1955.9441,65198.1352,0,1683276,SUNIL JOSEPH,3.614,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10N7K,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9486-0.14-0.17-18KT-12,Generic,RING,Female Ring,0.14-0.17,16Q7F96,RND,GH,VS,0.17,1,0,32810,7218.2,0,0,25591.8,RND,GH,VS,0.01,1,810,202.5,0,607.5,3.83902,3.803,18KT,Yellow,36698.95,5504.8425,31194.1075,0,0,0,0,0,0,0,0,12925.5425,57393.4075,1721.8022,57393.4075,0,1683276,SUNIL JOSEPH,3.803,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,17H5O,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DPF9688-0.18-0.22-18KT--,Ballerina,NECKWEAR,Female Pendant,0.18-0.22,16N5N05,RND,F,VS2,0.18,1,1000,34380,6876,0,0,27504,RND,GH,VS,0.14,20,11340,2835,0,8505,0.87002,0.806,18KT,Rose,7777.9,1316.685,7461.215,0,0,0,0,0,0,0,0,11027.685,43470.21502,1510.3865,43470.21502,0,1683276,SUNIL JOSEPH,0.806,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10S4O,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF8823-0.30-0.38-18KT-12,Setu Collection,RING,Female Ring,0.30-0.38,18B6I26,RND,H,VS1,0.37,1,0,72890,14578,0,0,58312,"RND,RND,RND,RND",GH,VS,0.5,64,40500,10125,0,30375,4.4602,4.286,18KT,Yellow White,41359.9,6203.985,35155.915,0,0,0,0,0,0,0,0,30906.985,123842.915,3715.2875,123842.915,0,1683276,SUNIL JOSEPH,4.286,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,99M98,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DPF9703-0.14-0.17-18KT--,Generic,NECKWEAR,Female Pendant,0.14-0.17,10H1F44,RND,GH,VVS,0.16,1,0,31680,6969.6,0,0,24710.4,RND,GH,VS,0.06,16,4860,1215,0,3645,1.37602,1.332,18KT,Yellow,12853.8,1928.07,10925.73,0,0,0,0,0,0,0,0,10112.67,39281.13,1178.4339,39281.13,0,1683276,SUNIL JOSEPH,1.332,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,17Q2U,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF9510-0.10-0.13-18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","15M7O68,14M8Q09",RND,EF,VS,0.2,2,0,35400,7788,0,0,27612,,,,,,,,,,2.407,2.366,18KT,Rose,22831.9,3424.785,19407.115,0,0,0,0,0,0,0,0,11212.785,47019.11501,1644.2135,47019.11501,0,1683276,SUNIL JOSEPH,2.366,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,10M35,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DEF8500-0.10-0.13-18KT--,Generic,EARRING,Female Earring,"0.10-0.13,0.10-0.13","14U9A53,15Q6M39",RND,EF,VS,0.24,2,0,42480,9345.6,0,0,33134.4,,,,,,,,,,2.68,2.631,18KT,Yellow,25389.15,3808.3725,21580.7775,0,0,0,0,0,0,0,0,13153.9725,54715.17751,1921.8233,54715.17751,0,1683276,SUNIL JOSEPH,2.631,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,175AN,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRF9167-0.14-0.17-18KT-10,Ballerina,RING,Female Ring,0.14-0.17,16G6L75,RND,GH,VS,0.17,1,1000,32810,7218.2,0,0,25591.8,RND,GH,VS,0.1,20,8100,2025,0,6075,3.331,3.276,18KT,Rose,31613.4,4892.01,27721.39,0,0,0,0,0,0,0,0,14135.21,59388.1901,1781.6457,59388.1901,0,1683276,SUNIL JOSEPH,3.276,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ036,PJ036,MEMO INVOICE,INV,TCS SALES,45754,DS0007/25-26,1,15G8W,KHIMJI K.D & SONS PVT LTD-JANPATH,KHIMJI,DRM9137-0.23-0.29-18KT-20,Generic,RING,Male Ring,0.23-0.29,18R6U38,RND,F,VS2,0.23,1,0,47840,9568,0,0,38272,,,,,,,,,,5.46002,5.414,18KT,Yellow,52245.1,7836.765,44408.335,0,0,0,0,0,0,0,0,17404.765,82680.335,2480.4101,82680.335,0,1683276,SUNIL JOSEPH,5.414,-,16/02/2024,-,,Bhubaneshwar ,Central
PJ008,PJ008,MEMO INVOICE,INV,OUTRIGHT,45751,DS0002/25-26,1,29C2F,KAMAL JEWELLERS,KAMAL,DEF8861-0.18-0.22-18KT--,Generic,EARRING,Female Earring,"0.18-0.22,0.18-0.22","89E9B66,10J2D45",RND,I,VVS2,0.42,2,0,78960,15624,0,0,62496,RND,GH,VS,0.18,32,14580,3645,0,10935,2.63802,2.518,18KT,Yellow,24298.7,3578.805,20279.895,0,0,0,0,624.96,0,1280,0,22847.805,93085.935,3316.4669,93085.935,0,1683276,NILESH JAIN,2.518,-,16/02/2024,-,,Dehradun     ,North-East
PJ019,PJ019,MEMO INVOICE,INV,OUTRIGHT,45751,DS0003/25-26,1,23D6V,KULDIP SONS JEWELLERS PVT LTD,KULDIP-RANCHI,DRF8357-0.23-0.29-18KT-16,Beyond Beauty,RING,Female Ring,0.23-0.29,15F0W91,RND,J,SI1,0.24,1,0,39360,7872,0,0,31488,RND,GH,VS,0.37,78,29970,7492.5,0,22477.5,8.84502,8.723,18KT,Yellow,84176.95,12397.6425,70253.3075,0,0,0,0,314.88,0,1526,0,27762.1425,123903.9275,3765.4772,123903.9275,0,1683276,VISHAL JAIN,8.723,-,16/02/2024,-,,Ranchi       ,EAST
