Stock Code,Trans Date,Doc No,Vendor Code,Vendor Name,Vendor Inv No,Vendor Inv Date,Item Name,Pcs,Category,Collections,Gross Wt,Gold Wt,Platinum Wt,Silver Wt,Brass Wt,Metal Purity,Gold Rate,Metal Wt,Gold Amount,Platinum Rate,Platinum Amt,Labour Amount,Handling Amount,Branding Amount,Engraving Amount,Enamel Amount,Sol Pcs,Sol Wt,SD Pcs,SD Wt,Sd Rate,Sd Amt,Consumables Wt,Consumbales Amt,Logo Dia Pcs,Logo Dia Wt,Logo Dia Rate,Logo Dia Amt,Amunt bfr Tax,Cgst Amt,Sgst Amt,Igst Amt,Amount Aft Tax
93KH4,45749,DSJ-PRI-COS-2025-4,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DEF8161,1,EARRING,Generic,3.945,3.823,0,0,0,18KT,6990,3.823,26722.77,0,0,3058.4,300,0,0,0,2,0.3,34,0.31,60500,18440,0,0,1,0.0001,1,0,48521.1701,727.8175515,727.8175515,0,49976.8052
23E2H,45749,DSJ-PRI-COS-2025-14,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRF10362,1,RING,Generic,2.355,2.285,0,0,0,18KT,6990,2.285,15972.15,0,0,1828,230,0,0,0,1,0.23,18,0.12,57750,7480,0,0,1,0.0001,1,0,25510.1501,382.6522515,382.6522515,0,26275.4546
95KZ9,45749,DSJ-PRI-COS-2025-17,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRF8339,1,RING,Generic,3.513,3.361,0,0,0,18KT,6990,3.361,23493.39,0,0,2688.8,270,0,0,0,1,0.27,74,0.49,41767.86,20660,0,0,1,0.0001,1,0,47112.1901,706.6828515,706.6828515,0,48525.5558
23D7Q,45749,DSJ-PRI-COS-2025-23,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRM8935,1,RING,Generic,4.88,4.817,0,0,0,18KT,7169.51,4.817,34535.53,0,0,3853.6,310,0,0,0,1,0.31,0,0,,,0,0,1,0.005,44000,220,38919.12967,583.7869451,583.7869451,0,40086.70356
65XR3,45749,DSJ-PRI-COS-2025-24,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF8227,1,NECKWEAR,Generic,0.976,0.926,0,0,0,18KT,6990,0.926,6472.74,0,0,740.8,150,0,0,0,1,0.15,20,0.1,44000,4400,0,0,1,0.0001,1440000,144,11907.54,178.6131,178.6131,0,12264.7662
42DO5,45749,DSJ-PRI-COS-2025-26,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DCF8771,1,RING,Now & Forever,3.204,3.14,0,0,0,18KT,6990,3.14,21948.6,0,0,2512,190,0,0,0,1,0.19,18,0.13,43000,5520,0,0,1,0.0001,1,0,30170.6001,452.5590015,452.5590015,0,31075.7181
93RP3,45749,DSJ-PRI-COS-2025-2,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DEF8629,1,EARRING,Generic,2.862,2.778,0,0,0,18KT,6990,2.778,19418.22,0,0,2222.4,250,0,0,0,2,0.25,32,0.17,62823.53,10680,0,0,1,0.0001,1,0,32570.6201,488.5593015,488.5593015,0,33547.7387
51FW3,45749,DSJ-PRI-COS-2025-7,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DNP8409,1,NOSE PIN,Generic,0.312,0.287,0,0,0,18KT,6990,0.287,2006.13,0,0,457.40051,120,0,0,0,1,0.12,0,0,,,0,0,1,0.005,44000,220,2803.53051,42.0529577,42.0529577,0,2887.636425
50LR2,45749,DSJ-PRI-COS-2025-8,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DNP8411,1,NOSE PIN,Generic,0.34,0.309,0,0,0,18KT,6990,0.309,2159.91,0,0,461.8,150,0,0,0,1,0.15,0,0,,,0,0,1,0.005,44000,220,2991.71,44.87565,44.87565,0,3081.4613
41UK4,45749,DSJ-PRI-COS-2025-16,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF9490,1,NECKWEAR,Generic,1.134,1.058,0,0,0,18KT,6990,1.058,7395.42,0,0,846.4,210,0,0,0,1,0.21,23,0.17,44000,7480,0,0,1,0.0001,650000,65,15996.82,239.9523,239.9523,0,16476.7246
10MT0,45749,DSJ-PRI-COS-2025-19,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF8397,1,NECKWEAR,Generic,1.516,1.46,0,0,0,18KT,6990,1.46,10205.4,0,0,1168,150,0,0,0,1,0.15,15,0.13,42750,5550,0,0,1,0.0001,200000,20,17093.4,256.401,256.401,0,17606.202
65FO4,45749,DSJ-PRI-COS-2025-27,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRM11911,1,RING,Generic,6.34,6.275,0,0,0,18KT,6990,6.275,43862.25,0,0,5020,320,0,0,0,1,0.32,0,0,,,0,0,1,0.005,44000,220,49422.25,741.33375,741.33375,0,50904.9175
57PO2,45749,DSJ-PRI-COS-2025-25,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF8222,1,NECKWEAR,Generic,1.243,1.195,0,0,0,18KT,6990,1.195,8353.05,0,0,956,200,0,0,0,1,0.2,8,0.04,44000,1760,0,0,1,0.0001,1,0,11269.0501,169.0357515,169.0357515,0,11607.1216
24VV3,45749,DSJ-PRI-COS-2025-18,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DMF8941,1,NECKWEAR,Generic,0.633,0.577,0,0,0,18KT,6990,0.577,4033.23,0,0,461.6,210,0,0,0,1,0.21,16,0.07,44000,3080,0,0,1,0.0001,3530000,353,8137.83,122.06745,122.06745,0,8381.9649
48GT5,45749,DSJ-PRI-COS-2025-20,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRF8959,1,RING,Generic,3.295,3.187,0,0,0,18KT,6990,3.187,22277.13,0,0,2549.6,220,0,0,0,1,0.22,32,0.32,40666.67,12980,0,0,1,0.0001,500000,50,38076.73,571.15095,571.15095,0,39219.0319
27Z4W,45749,DSJ-PRI-COS-2025-12,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRF9544,1,RING,Generic,3.433,3.38,0,0,0,18KT,6990,3.38,23626.2,0,0,2704,260,0,0,0,1,0.26,0,0,,,0,0,1,0.005,44000,220,26810.2,402.153,402.153,0,27614.506
25PI8,45749,DSJ-PRI-COS-2025-29,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRM8912,1,RING,Generic,11.827,11.766,0,0,0,18KT,6990,11.766,82244.34,0,0,9412.8,300,0,0,0,1,0.3,0,0,,,0,0,1,0.005,44000,220,92177.14,1382.6571,1382.6571,0,94942.4542
27H6I,45749,DSJ-PRI-COS-2025-9,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DNP8411,1,NOSE PIN,Generic,0.337,0.308,0,0,0,18KT,6990,0.308,2152.92,0,0,460.90352,140,0,0,0,1,0.14,0,0,,,0,0,1,0.005,44000,220,2973.82352,44.6073528,44.6073528,0,3063.038226
51EN0,45749,DSJ-PRI-COS-2025-6,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DNP8414,1,NOSE PIN,Generic,0.542,0.502,0,0,0,18KT,6990,0.502,3508.98,0,0,401.6,128.8,0,0,0,1,0.13,12,0.07,44000,3080,0,0,1,0.0001,1000000,100,7219.38,108.2907,108.2907,0,7435.9614
57GA6,45749,DSJ-PRI-COS-2025-3,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DEF8163,1,EARRING,Generic,3.29,3.166,0,0,0,18KT,6990,3.166,22130.34,0,0,2532.8,300,0,0,0,2,0.3,40,0.32,63764.5,20404.64,0,0,1,0.0001,1,0,45367.7801,680.5167015,680.5167015,0,46728.8135
48FO8,45749,DSJ-PRI-COS-2025-11,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF9603,1,NECKWEAR,Generic,1.265,1.167,0,0,0,18KT,6990,1.167,8157.33,0,0,933.6,350,0,0,0,1,0.35,16,0.14,62571.43,8760,0,0,1,0.0001,1,0,18200.9301,273.0139515,273.0139515,0,18746.958
20PK0,45749,DSJ-PRI-COS-2025-15,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRF9664,1,RING,Generic,3.247,3.179,0,0,0,18KT,6990,3.179,22221.21,0,0,2543.2,240,0,0,0,1,0.24,14,0.1,44000,4400,0,0,1,0.0001,1,0,29404.4101,441.0661515,441.0661515,0,30286.5424
60YH7,45749,DSJ-PRI-COS-2025-21,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRF8444,1,RING,Generic,2.72,2.628,0,0,0,18KT,6990,2.628,18369.72,0,0,2102.4,216.02,0,0,0,1,0.22,32,0.24,44000,10560,0,0,1,0.0001,3000000,300,31548.14,473.2221,473.2221,0,32494.5842
84HA0,45749,DSJ-PRI-COS-2025-22,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF9489,1,NECKWEAR,Generic,1.072,1.014,0,0,0,18KT,6990,1.014,7087.86,0,0,811.2,150,0,0,0,1,0.15,19,0.14,42000,6060,0,0,1,0.0001,410000,41,14150.06,212.2509,212.2509,0,14574.5618
72BT3,45749,DSJ-PRI-COS-2025-5,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DEF8164,1,EARRING,Generic,3.283,3.156,0,0,0,18KT,6990,3.156,22060.44,0,0,2524.8,300,0,0,0,2,0.3,40,0.33,59666.67,19690,0,0,1,0.005,1,0.01,44575.245,668.628675,668.628675,0,45912.50235
27I9U,45749,DSJ-PRI-COS-2025-10,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DNP8411,1,NOSE PIN,Generic,0.343,0.314,0,0,0,18KT,6990,0.314,2194.86,0,0,462.80146,140,0,0,0,1,0.14,0,0,,,0,0,1,0.005,44000,220,3017.66146,45.2649219,45.2649219,0,3108.191304
84VJ3,45749,DSJ-PRI-COS-2025-13,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF9498,1,NECKWEAR,Generic,0.967,0.913,0,0,0,18KT,6990,0.913,6381.87,0,0,730.4,150,0,0,0,1,0.15,22,0.12,44000,5280,0,0,1,0.0001,1520000,152,12694.27,190.41405,190.41405,0,13075.0981
22NF5,45749,DSJ-PRI-COS-2025-28,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DPF9583,1,NECKWEAR,Generic,0.831,0.786,0,0,0,18KT,6990,0.786,5494.14,0,0,857.2000002,220,0,0,0,1,0.22,0,0,,,0,0,1,0.005,44000,220,6791.34,101.8701,101.8701,0,6995.0802
39DJ5,45749,DSJ-PRI-COS-2025-30,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DRM8942,1,RING,Generic,6.692,6.629,0,0,0,18KT,6990,6.629,46336.71,0,0,5303.2,310,0,0,0,1,0.31,0,0,,,0,0,1,0.005,44000,220,52169.91,782.54865,782.54865,0,53735.0073
26FM1,45749,DSJ-PRI-COS-2025-1,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DOBF11380,1,WRIST WEAR,Generic,10.52,10.44,0,0,0,18KT,6990,10.44,72975.6,0,0,8352,227.5,0,0,0,1,0.23,34,0.17,64000,10880,0,0,1,0.0001,440000,44,92479.1,1387.1865,1387.1865,0,95253.473
73HR4,45750,DSJ-PRI-COS-2025-34,003,MFG-D P DESIGNS PVT LTD,14-DP-25-26,45750,DRF11934,1,RING,Exclusive,4.656,4.55,0,0,0,18KT,7003,4.55,31863.65,0,0,3640,430,0,0,0,1,0.43,14,0.1,42750,4300,0,0,1,0.0001,1,0,40233.6501,603.5047515,603.5047515,0,41440.6596
45ZO8,45750,DSJ-PRI-COS-2025-35,003,MFG-D P DESIGNS PVT LTD,14-DP-25-26,45750,DRF8262,1,RING,Generic,3.875,3.795,0,0,0,18KT,7003,3.795,26576.39,0,0,3036,250,0,0,0,1,0.25,22,0.15,42333.29,6400,0,0,1,0.0001,1,0,36262.3801,543.9357015,543.9357015,0,37350.2515
23D6V,45750,DSJ-PRI-COS-2025-36,003,MFG-D P DESIGNS PVT LTD,14-DP-25-26,45750,DRF8357,1,RING,Beyond Beauty,8.845,8.723,0,0,0,18KT,7003,8.723,61087.17,0,0,6978.4,240,0,0,0,1,0.24,78,0.37,44000,16280,0,0,1,0.0001,1,0,84585.5691,1268.783537,1268.783537,0,87123.13617
34HW0,45750,DSJ-PRI-COS-2025-31,003,MFG-D P DESIGNS PVT LTD,7-DP-25-26,45749,DMF8799,1,NECKWEAR,Generic,0.642,0.604,0,0,0,18KT,6990,0.604,4221.96,0,0,483.2,110,0,0,0,1,0.11,17,0.08,44000,3520,0,0,1,0.0001,3370000,337,8672.16,130.0824,130.0824,0,8932.3248
27F9K,45750,DSJ-PRI-COS-2025-37,003,MFG-D P DESIGNS PVT LTD,14-DP-25-26,45750,DRF11717,1,RING,Generic,3.633,3.531,0,0,0,18KT,7003,3.531,24727.59,0,0,2824.8,400,0,0,0,1,0.4,22,0.11,62181.85,6840,0,0,1,0.0001,1,0,34792.3961,521.8859415,521.8859415,0,35836.16798
45VZ7,45750,DSJ-PRI-COS-2025-32,003,MFG-D P DESIGNS PVT LTD,14-DP-25-26,45750,DEF9430,1,EARRING,Generic,2.79,2.71,0,0,0,18KT,7003,2.71,18978.13,0,0,2168,280,0,0,0,2,0.28,32,0.12,44000,5280,0,0,1,0.0001,1,0,26706.1301,400.5919515,400.5919515,0,27507.314
25DB4,45750,DSJ-PRI-COS-2025-33,003,MFG-D P DESIGNS PVT LTD,14-DP-25-26,45750,DRM10197,1,RING,Generic,6.225,6.172,0,0,0,18KT,7003,6.172,43222.52,0,0,4937.6,260,0,0,0,1,0.26,0,0,,,0,0,1,0.005,44000,220,48640.116,729.60174,729.60174,0,50099.31948
52OD1,45751,DSJ-PRI-COS-2025-38,003,MFG-D P DESIGNS PVT LTD,24-DP-25-26,45751,DEF8507,1,EARRING,Generic,2.025,1.937,0,0,0,18KT,6940,1.937,13442.78,0,0,1549.6,280,0,0,0,2,0.28,32,0.16,44000,7040,0,0,1,0.0001,1,0,22312.3801,334.6857015,334.6857015,0,22981.7515
31ON5,45751,DSJ-PRI-COS-2025-38,003,MFG-D P DESIGNS PVT LTD,24-DP-25-26,45751,DEF9106,1,EARRING,Generic,1.67,1.586,0,0,0,18KT,6940,1.586,11006.84,0,0,1268.8,260,0,0,0,2,0.26,32,0.16,44000,7040,0,0,1,0.0001,1,0,19575.6401,293.6346015,293.6346015,0,20162.9093
29C2F,45751,DSJ-PRI-COS-2025-38,003,MFG-D P DESIGNS PVT LTD,24-DP-25-26,45751,DEF8861,1,EARRING,Generic,2.638,2.518,0,0,0,18KT,6940,2.518,17474.92,0,0,2014.4,420,0,0,0,2,0.42,32,0.18,44000,7920,0,0,1,0.0001,1,0,27829.3201,417.4398015,417.4398015,0,28664.1997
26HX3,45751,DSJ-PRI-COS-2025-39,003,MFG-D P DESIGNS PVT LTD,24-DP-25-26,45751,DRF10703,1,RING,Generic,4.228,4.182,0,0,0,18KT,6747.52,4.182,28218.12,0,0,3345.6,520,0,0,0,,,56,0.23,44000,10120,0,0,1,0.0001,1,0,42203.7201,633.0558015,633.0558015,0,43469.8317
34FP7,45751,DSJ-PRI-COS-2025-40,004,MFG-IMAGINARIUM,252601000120,45751,DLN9459,1,NECKWEAR,Generic,5.074,4.925,0,0,0,18KT,6879.54,4.925,33881.73,0,0,3447.5,740,0,0,0,1,0.74,0,0,,,0,0,1,0.005,27000,135,38204.23,573.06345,573.06345,0,39350.3569
29F2I,45751,DSJ-PRI-COS-2025-41,003,MFG-D P DESIGNS PVT LTD,29-DP-25-26,45751,DEM10265,1,EARRING,Generic,0.79,0.723,0,0,0,18KT,6940,0.723,5017.62,0,0,844.5999999,330,0,0,0,1,0.33,0,0,,,0,0,1,0.005,44000,220,6412.22,96.1833,96.1833,0,6604.5866
27A6E,45751,DSJ-PRI-COS-2025-41,003,MFG-D P DESIGNS PVT LTD,29-DP-25-26,45751,DRM8942,1,RING,Generic,7.266,7.189,0,0,0,18KT,6940,7.189,49891.66,0,0,5751.2,380,0,0,0,1,0.38,0,0,,,0,0,1,0.005,44000,220,56242.86,843.6429,843.6429,0,57930.1458
27K2J,45752,DSJ-PRI-COS-2025-42,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DNP8411,1,NOSE PIN,Generic,0.383,0.352,0,0,0,18KT,6940,0.352,2442.88,0,0,470.3999999,150,0,0,0,1,0.15,0,0,,,0,0,1,0.005,44000,220,3283.28,49.2492,49.2492,0,3381.7784
27Z6V,45752,DSJ-PRI-COS-2025-42,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DRM9342,1,RING,Generic,7.125,6.984,0,0,0,18KT,6940,6.984,48468.96,0,0,5587.2,700,0,0,0,1,0.7,0,0,,,0,0,1,0.005,44000,220,54976.16,824.6424,824.6424,0,56625.4448
29D6A,45752,DSJ-PRI-COS-2025-42,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DEM10265,1,EARRING,Generic,0.788,0.715,0,0,0,18KT,6940,0.715,4962.1,0,0,843,360,0,0,0,1,0.36,0,0,,,0,0,1,0.005,44000,220,6385.1,95.7765,95.7765,0,6576.653
29D4D,45752,DSJ-PRI-COS-2025-44,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DRF8443,1,RING,Generic,3.281,3.163,0,0,0,18KT,6940,3.163,21951.22,0,0,2530.4,360,0,0,0,1,0.36,60,0.23,44000,10120,0,0,1,0.0001,1,0,34961.6201,524.4243015,524.4243015,0,36010.4687
19AL7,45752,DSJ-PRI-COS-2025-45,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DRF9755,1,RING,Generic,1.505,1.48,0,0,0,18KT,6940,1.48,10271.2,0,0,1184,120,0,0,0,1,0.12,0,0,,,0,0,1,0.005,44000,220,11795.2,176.928,176.928,0,12149.056
31MQ0,45752,DSJ-PRI-COS-2025-45,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DEF8502,1,EARRING,Generic,1.17,1.097,0,0,0,18KT,6940,1.097,7613.18,0,0,919.4,360,0,0,0,2,0.36,0,0,,,0,0,1,0.005,44000,220,9112.58,136.6887,136.6887,0,9385.9574
76TH9,45752,DSJ-PRI-COS-2025-45,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DEF9416,1,EARRING,Generic,1.893,1.805,0,0,0,18KT,6940,1.805,12526.7,0,0,1444,300,0,0,0,2,0.3,32,0.14,44000,6160,0,0,1,0.0001,1,0,20430.7001,306.4605015,306.4605015,0,21043.6211
73ZE3,45752,DSJ-PRI-COS-2025-45,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DRF8819,1,RING,Setu Collection,4,3.836,0,0,0,18KT,6940,3.836,26621.84,0,0,3068.8,230,0,0,0,1,0.23,71,0.59,41500,23560,0,0,1,0.0001,1,0,53480.6401,802.2096015,802.2096015,0,55085.0593
27I9Z,45752,DSJ-PRI-COS-2025-45,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DNP8415,1,NOSE PIN,Generic,0.344,0.319,0,0,0,18KT,6940,0.319,2213.86,0,0,463.7999999,120,0,0,0,1,0.12,0,0,,,0,0,1,0.005,44000,220,3017.66,45.2649,45.2649,0,3108.1898
7K9W4,45752,DSJ-PRI-COS-2025-45,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DRF8443,1,RING,Generic,3.166,3.052,0,0,0,18KT,6940.25,3.052,21181.65,0,0,2441.6,340,0,0,0,1,0.34,60,0.23,44000,10120,0,0,1,0.0001,1,0,34083.2541,511.2488115,511.2488115,0,35105.75172
37BY5,45752,DSJ-PRI-COS-2025-45,003,MFG-D P DESIGNS PVT LTD,26-DP-25-26,45751,DRF9638,1,RING,Generic,2.655,2.603,0,0,0,18KT,6940,2.603,18064.82,0,0,2082.4,180,0,0,0,1,0.18,22,0.08,44000,3520,0,0,1,0.0001,1,0,23847.2201,357.7083015,357.7083015,0,24562.6367
27A4H,45752,DSJ-PRI-COS-2025-43,006,MFG-KP SANGHVI JEWELS PRIVATE LIMITED,FSL/0021/25-26,45752,NRF12005,1,RING,Generic,3.75,3.684,0,0,0,18KT,6754,3.684,24881.74,0,0,2763,380,0,0,0,1,0.19,24,0.14,60500,8470,0,0,,,,,37844.736,567.67104,567.67104,0,38980.07808
27J7T,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DNP8411,1,NOSE PIN,Generic,0.367,0.336,0,0,0,18KT,6806,0.336,2286.82,0,0,268.8,150,0,0,0,1,0.15,0,0,,,0,0,1,0.005,44000,220,2925.616,43.88424,43.88424,0,3013.38448
29E4D,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DEM10265,1,EARRING,Generic,0.831,0.76,0,0,0,18KT,6806,0.76,5172.56,0,0,608,350,0,0,0,1,0.35,0,0,,,0,0,1,0.005,44000,220,6350.56,95.2584,95.2584,0,6541.0768
27Z9T,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DRF9078,1,RING,Setu Collection,2.265,2.197,0,0,0,18KT,6806,2.197,14952.78,0,0,1757.6,180,0,0,0,1,0.18,20,0.16,44000,7040,0,0,1,0.0001,1,0,23930.3821,358.9557315,358.9557315,0,24648.29356
29D3M,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DNP8414,1,NOSE PIN,Generic,0.527,0.495,0,0,0,18KT,6806,0.495,3368.97,0,0,396,100,0,0,0,1,0.1,12,0.06,60666.67,3640,0,0,1,0.0001,1,0,7504.9701,112.5745515,112.5745515,0,7730.119203
32E3H,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,NNP12011,1,NOSE PIN,Generic,0.319,0.273,0,0,0,18KT,6806,0.273,1858.04,0,0,218.4,230,0,0,0,1,0.23,0,0,,,0,0,,,,,2306.438,34.59657,34.59657,0,2375.63114
29G2X,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DRF8194,1,RING,Generic,3.515,3.471,0,0,0,18KT,6806,3.471,23623.63,0,0,2776.8,130,0,0,0,1,0.13,13,0.09,61777.73,5560,0,0,1,0.0001,1,0,32090.4221,481.3563315,481.3563315,0,33053.13476
29F7V,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DRM9342,1,RING,Generic,5.576,5.575,0,0,0,18KT,6837.38,5.575,38118.39,0,0,4460,270,0,0,0,,,0,0,,,0,0,1,0.005,44000,220,43068.388,646.02582,646.02582,0,44360.43964
29U6U,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DRM8919,1,RING,Generic,8.318,8.215,0,0,0,18KT,6806,8.215,55911.29,0,0,6572,510,0,0,0,1,0.51,0,0,,,0,0,1,0.005,44000,220,63213.29,948.19935,948.19935,0,65109.6887
32F2U,45755,DSJ-PRI-COS-2025-47,003,MFG-D P DESIGNS PVT LTD,44-DP-25-26,45755,DRM9342,1,RING,Generic,7.578,7.473,0,0,0,18KT,6806,7.473,50861.24,0,0,5978.4,520,0,0,0,1,0.52,0,0,,,0,0,1,0.005,44000,220,57579.638,863.69457,863.69457,0,59307.02714
95M54,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DEF9516,1,EARRING,Ballerina,2.91,2.791,0,0,0,18KT,6468,2.791,18052.19,0,0,2372.35,510,0,0,0,2,0.34,40,0.25,48000,12000,0,0,1,0.005,1,0.01,33375.233,500.628495,500.628495,0,34376.48999
45A3N,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DPF9689,1,NECKWEAR,Ballerina,1.64,1.581,0,0,0,18KT,6468,1.581,10225.91,0,0,1343.85,285,0,0,0,1,0.19,8,0.1,48000,4800,0,0,1,0.005,1,0.01,17095.153,256.427295,256.427295,0,17608.00759
220AN,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DPF9572,1,NECKWEAR,Ballerina,1.42,1.383,0,0,0,18KT,6468,1.383,8945.24,0,0,1175.55,165,0,0,0,1,0.11,9,0.07,48000,3360,0,0,1,0.005,1,0.01,14086.139,211.292085,211.292085,0,14508.72317
51M61,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DPF9689,1,NECKWEAR,Ballerina,1.11,1.059,0,0,0,18KT,6468,1.059,6849.61,0,0,900.15,240,0,0,0,1,0.16,8,0.09,65000,5850,0,0,1,0.005,1,0.01,14280.037,214.200555,214.200555,0,14708.43811
543AN,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DPF9688,1,NECKWEAR,Ballerina,1.23,1.167,0,0,0,18KT,6468,1.167,7548.16,0,0,991.95,255,0,0,0,1,0.17,20,0.14,48000,6720,0,0,1,0.005,1,0.01,15955.401,239.331015,239.331015,0,16434.06303
91M14,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DRF9166,1,RING,Ballerina,3.65,3.584,0,0,0,18KT,6468,3.584,23181.31,0,0,3046.4,255,0,0,0,1,0.17,30,0.16,48000,7680,0,0,1,0.0001,1,0,34603.6021,519.0540315,519.0540315,0,35641.71016
95M52,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DPF9504,1,NECKWEAR,Ballerina,1.46,1.371,0,0,0,18KT,6468,1.371,8867.63,0,0,1165.35,255,0,0,0,1,0.17,16,0.27,48000,12960,0,0,1,0.005,1,0.01,23688.323,355.324845,355.324845,0,24398.97269
94M44,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DPF9687,1,NECKWEAR,Ballerina,0.75,0.687,0,0,0,18KT,6468,0.687,4443.52,0,0,583.95,255,0,0,0,1,0.17,14,0.14,48000,6720,0,0,1,0.005,1,0.01,12442.641,186.639615,186.639615,0,12815.92023
216AN,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DRF9173,1,RING,Ballerina,1.86,1.839,0,0,0,18KT,6468,1.839,11894.65,0,0,1563.15,150,0,0,0,1,0.1,0,0,,,0,0,1,0.005,1,0.01,14048.257,210.723855,210.723855,0,14469.70471
95M53,45755,DSJ-PRI-COS-2025-46,005,MFG-K&S COLLECTION PRIVATE LIMITED,KSB0002/2025-26,45754,DEF8580,1,EARRING,Ballerina,3.63,3.476,0,0,0,18KT,6468,3.476,22482.77,0,0,2954.6,390,0,0,0,2,0.26,32,0.51,48000,24480,0,0,1,0.0001,1,0,50748.2281,761.2234215,761.2234215,0,52270.67494
95NV8,45756,DSJ-PRI-COS-2025-49,003,MFG-D P DESIGNS PVT LTD,47-DP-25-26,45756,DEF9107,1,EARRING,Generic,2.085,1.975,0,0,0,18KT,6842,1.975,13512.95,0,0,1580,300,0,0,0,2,0.3,32,0.25,44000,11000,0,0,1,0.0001,1,0,26392.9501,395.8942515,395.8942515,0,27184.7386
