Vendor Code,Transaction Type,Trans Type,Trans Category,Trans Date,Pcs,Doc No,Stock Code,Collections,Category,Customer Name,Variant Name,Sol Pcs,Sol Wt,Sol Amt,Sd Pcs,Sd Wt,Sd Amt,Gross Wt,Gold Wt,Metal Wt,Metal Purity,Metal Color,Metal Amt,Platinum Wt,Brass Wt,Cgst Amt,Consumables Wt,Consumbales Amt,Igst Amt,Sgst Amt,Item Name,Logo Dia Amt,Logo Dia Wt,Final Amt,Silver Wt,Vendor Inv Date,Vendor Inv No,Salesperson
PJ019,GOODS RECEIPT NOTE,GRN,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-599,8MKH2,Generic,NECKWEAR,KULDIP SONS JEWELLERS PVT LTD,DPF9495-0.39-0.44-18KT--,1,0.4,62146,16,0.1,6075,4.5,4.4,4.4,18KT,Rose,23110,0,,0,0,0,2739.93,0,DPF9495,0,0,91331,0,45797,22,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,13F9Z,Generic,NECKWEAR,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DNK10363-0.23-0.29-18KT-16inch,1,0.23,38076.5,27,0.15,8747.5,5.032,4.956,4.956,18KT,Yellow,34939.8,0,,0,0,0,2452.91,0,DNK10363,0,0,81763.8,0,45805,S/846,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,10U7F,Generic,RING,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DRM8928-0.14-0.17-18KT-26,1,0.14,15750,0,0,0,5.716,5.688,5.688,18KT,Yellow,40100.4,0,,0,0,0,1675.51,0,DRM8928,0,0,55850.4,0,45805,S/846,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,15G7B,Generic,RING,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DRF9188-0.18-0.22-18KT-12,1,0.19,27942.3,18,0.15,8748.5,3.474,3.406,3.406,18KT,Rose,24012.3,0,,0,0,0,1821.09,0,DRF9188,0,0,60703.1,0,45805,S/846,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,6WFN9,Generic,RING,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DRF9542-0.23-0.29-18KT-11,1,0.26,42242.2,0,0,0,2.627,2.575,2.575,18KT,Yellow,18153.75,0,,0,0,0,1811.88,0,DRF9542,0,0,60395.95,0,45805,S/846,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,15K4H,Generic,EARRING,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DEF8596-0.18-0.22-18KT--,2,0.41,58088.8,0,0,0,1.099,1.017,1.017,18KT,Yellow,7169.85,0,,0,0,0,1957.76,0,DEF8596,0,0,65258.65,0,45805,S/846,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,11N5Y,Generic,RING,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DRF8237-0.50-0.59-18KT-12,1,0.5,109810,0,0,0,3.296,3.196,3.196,18KT,Yellow,22531.8,0,,0,0,0,3970.25,0,DRF8237,0,0,132341.8,0,45805,S/846,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,14I2C,Generic,EARRING,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DEF8872-0.10-0.13-18KT--,2,0.26,34515.4,30,0.15,8748.5,3.793,3.711,3.711,18KT,Yellow White,26162.55,0,,0,0,0,2082.79,0,DEF8872,0,0,69426.45,0,45805,S/846,VISHAL JAIN
PJ011,GOODS RECEIPT NOTE,GRN,Deducted Exchange,29-05-2025,1,DSJ-GRN-GRN-0525-623,10O4P,Generic,RING,LALA PURSHOTTAM DAS JEWELLERS PVT LTD,DRF8194-0.30-0.38-18KT-10,1,0.3,37191,12,0.09,5249.3,2.774,2.696,2.696,18KT,Rose,19006.8,0,,0,0,0,1843.41,0,DRF8194,0,0,61447.1,0,45805,S/846,VISHAL JAIN
PJ034,GOODS RECEIPT NOTE,GRN,Deducted Exchange,17-06-2025,1,DSJ-GRN-GRN-0625-673,983WJ,Generic,RING,NARAYAN DAS SARAFF AND SONS,DRF12200-0.23-0.29-18KT-13,1,0.23,36836.8,8,0.08,4665.6,2.91,2.848,2.848,18KT,Yellow,20078.4,0,,0,0,0,1847.42,0,DRF12200,0,0,61580.8,0,45814,8,NILESH JAIN
PJ035,GOODS RECEIPT NOTE,GRN,Deducted Exchange,09-05-2025,1,DSJ-GRN-GRN-0525-573,11N7S,Generic,EARRING,BHINDI JEWELLERS,DEF8485-0.10-0.13-18KT--,2,0.26,38609.6,0,0,0,1.028,0.976,0.976,18KT,Yellow,6880.8,0,,0,0,0,0,0,DEF8485,0,0,45490.4,0,45786,AITS/1,VIPESH SHAH
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,16Y1K,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF8197-0.14-0.17-18KT-10,1,0.17,27582,18,0.07,4252,4.76,4.712,4.712,18KT,Yellow,33219.6,0,,0,0,0,1951.61,0,DRF8197,0,0,65053.6,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-609,18T3G,Generic,EARRING,BANSAL JEWELLERS (RUDRAPUR),DEF8493-0.10-0.13-18KT--,2,0.26,36708,0,0,0,2.168,2.116,2.116,18KT,Yellow,14916.39,0,,0,0,0,1548.73,0,DEF8493,0,0,51624.39,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,04-06-2025,1,DSJ-GRN-GRN-0625-632,18A2N,Generic,NOSE PIN,BANSAL JEWELLERS (RUDRAPUR),DNP8407-0.23-0.29-18KT--,1,0.25,40040,0,0,0,0.451,0.401,0.401,18KT,Yellow,2827.05,0,,0,0,0,1286.01,0,DNP8407,0,0,42867.05,0,45808,HOSL/27,RONAK SHAH
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-609,15J6S,Generic,NOSE PIN,BANSAL JEWELLERS (RUDRAPUR),DNP8407-0.10-0.13-18KT--,1,0.12,12824,0,0,0,0.299,0.275,0.275,18KT,Yellow,1937.34,0,,0,0,0,442.84,0,DNP8407,0,0,14761.34,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,4FKKM,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF8246-0.18-0.22-18KT-11,1,0.19,29414,22,0.14,8505,2.89,2.824,2.824,18KT,Yellow,19409.2,0,,0,0,0,1719.85,0,DRF8246,0,0,57328.2,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-597,16E7T,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRM9032-0.30-0.38-18KT-21,1,0.35,42311.5,0,0,0,6.513,6.443,6.443,18KT,Yellow,45423.15,0,,0,0,0,2632.04,0,DRM9032,0,0,87734.65,0,45798,HOSL/19,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,17N3G,Ballerina,NECKWEAR,BANSAL JEWELLERS (RUDRAPUR),DPF9689-0.14-0.17-18KT--,1,0.15,22700,8,0.11,6682,1.55,1.498,1.498,18KT,Yellow,10559.49,0,,0,0,0,1198.24,0,DPF9689,0,0,39941.49,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,18W0E,Beyond Beauty,RING,BANSAL JEWELLERS (RUDRAPUR),DRF8242-0.18-0.22-18KT-10,1,0.21,26714,8,0.09,5467,4.169,4.109,4.109,18KT,Yellow,28967.04,0,,0,0,0,1834.44,0,DRF8242,0,0,61148.04,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,12-04-2025,1,DSJ-GRN-GRN-0425-546,6BEEP,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF8192---18KT-10.5,,,0,12,0.07,4081.9,3.24,3.226,3.226,18KT,White,20685.11,0,,0,0,0,0,0,DRF8192,0,0,24767.012,0,45749,HOSL/2,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,12-04-2025,1,DSJ-GRN-GRN-0425-546,18U1S,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF9562-0.60-0.69-18KT-9,1,0.63,98544.8,42,0.25,14579.5,3.68,3.504,3.504,18KT,Yellow,21967.65,0,,0,0,0,0,0,DRF9562,0,0,135091.948,0,45749,HOSL/2,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,06-05-2025,1,DSJ-GRN-GRN-0525-568,16F6L,Now & Forever,RING,BANSAL JEWELLERS (RUDRAPUR),DCF8881-0.18-0.22-18KT-12,1,0.18,22037.4,32,0.16,9331.2,2.7,2.632,2.632,18KT,Yellow,18055.6,0,,0,0,0,0,0,DCF8881,0,0,49424.2,0,45774,HOSL/10,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-609,12Z5Q,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRM9257-0.23-0.29-18KT-18,1,0.29,52201,0,0,0,5.541,5.483,5.483,18KT,Yellow White,38653.74,0,,0,0,0,2725.64,0,DRM9257,0,0,90854.74,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-609,6HU2V,Generic,EARRING,BANSAL JEWELLERS (RUDRAPUR),DEF8741-0.18-0.22-18KT--,2,0.44,67232,56,0.27,16404,4.72,4.578,4.578,18KT,Yellow,32273.49,0,,0,0,0,3477.28,0,DEF8741,0,0,115909.49,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,16E6H,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF8693-0.10-0.13-18KT-11,1,0.12,16567,20,0.11,6684,2.632,2.586,2.586,18KT,Rose,18229.89,0,,0,0,0,1244.43,0,DRF8693,0,0,41480.89,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-596,18N1K,Generic,NECKWEAR,BANSAL JEWELLERS (RUDRAPUR),DMF8661-0.18-0.22-18KT--,1,0.18,27165.6,20,0.15,8747.5,2.33,2.264,2.264,18KT,Yellow,15461.2,0,,0,0,0,1541.23,0,DMF8661,0,0,51374.3,0,45798,HOSL/23,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,12Z9G,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF9083-0.14-0.17-18KT-10,1,0.16,24213,21,0.09,5467,2.843,2.793,2.793,18KT,Yellow,19689.24,0,,0,0,0,1481.08,0,DRF9083,0,0,49369.24,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,04-06-2025,1,DSJ-GRN-GRN-0625-633,14D0A,Generic,ACCESSORIES,BANSAL JEWELLERS (RUDRAPUR),DLK9449---10KT--,,,0,0,0,0,2.04,2.04,2.04,10KT,Yellow,7670.4,0,,0,0,0,230.11,0,DLK9449,0,0,7670.4,0,45800,HOSL/25,RONAK SHAH
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-596,2HDFP,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF12152-0.30-0.38-18KT-15,1,0.32,38684.8,30,0.16,9331.2,3.01,2.914,2.914,18KT,Yellow,20043.7,0,,0,0,0,2041.79,0,DRF12152,0,0,68059.7,0,45798,HOSL/23,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-596,12Q1V,Generic,COIN,BANSAL JEWELLERS (RUDRAPUR),DSC9790-0.14-0.17-22KT--,1,0.14,23480,0,0,0,2.028,2,2,22KT,Yellow,17880,0,,0,0,0,1240.8,0,DSC9790,0,0,41360,0,45798,HOSL/23,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-609,15B4U,Generic,COIN,BANSAL JEWELLERS (RUDRAPUR),DSC9789-0.10-0.13-22KT--,1,0.12,20280,0,0,0,1.024,1,1,22KT,Yellow,5239,0,,0,0,0,765.57,0,DSC9789,0,0,25519,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,12F3X,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF8560-0.18-0.22-18KT-10,1,0.2,31360,17,0.07,4252,2.96,2.906,2.906,18KT,Yellow,20487.3,0,,0,0,0,1682.98,0,DRF8560,0,0,56099.3,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-607,14X2K,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRF9552-0.18-0.22-18KT-15,1,0.2,32321,8,0.05,3037,2.159,2.109,2.109,18KT,Yellow,14868.45,0,,0,0,0,1506.79,0,DRF9552,0,0,50226.45,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,26-05-2025,1,DSJ-GRN-GRN-0525-596,14U4F,Generic,NOSE PIN,BANSAL JEWELLERS (RUDRAPUR),DNP8407-0.14-0.17-18KT--,1,0.16,23759.6,0,0,0,0.337,0.305,0.305,18KT,Yellow,1650.25,0,,0,0,0,762.3,0,DNP8407,0,0,25409.85,0,45798,HOSL/23,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-609,12M8O,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRM8921-0.18-0.22-18KT-18,1,0.22,33618,0,0,0,4.98,4.936,4.936,18KT,Yellow,34297.39,0,,0,0,0,2037.46,0,DRM8921,0,0,67915.39,0,45798,HOSL/21,NILESH JAIN
PJ050,GOODS RECEIPT NOTE,GRN,Deducted Exchange,28-05-2025,1,DSJ-GRN-GRN-0525-609,11W7F,Generic,RING,BANSAL JEWELLERS (RUDRAPUR),DRM9150-0.18-0.22-18KT-16,1,0.18,22897,0,0,0,4.28,4.244,4.244,18KT,Yellow White,29918.79,0,,0,0,0,1584.47,0,DRM9150,0,0,52815.79,0,45798,HOSL/21,NILESH JAIN
Grand Total,,,,,490,,,,,,,712,135.22,21679687.11,5621,38.27,2333201.7,2500.627,2465.929,2465.929,,,20030160.25,0,,235251.19,0,0,256853.97,235251.19,,0,0,43951419.91,0,,,
